time,aoi,measurement,indicatorValue,referenceTime,dataProvider,eoSensor,colorCode,inputData
"2021-02-13T00:00:00.000Z","LatLng(35.55, 139.900001)","-39.96","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2021-02-20T00:00:00.000Z","LatLng(35.55, 139.900001)","40.53","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2021-02-27T00:00:00.000Z","LatLng(35.55, 139.900001)","3.08","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2021-03-06T00:00:00.000Z","LatLng(35.55, 139.900001)","103.8","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2021-03-13T00:00:00.000Z","LatLng(35.55, 139.900001)","48.25","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2021-03-20T00:00:00.000Z","LatLng(35.55, 139.900001)","49.9","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2021-03-27T00:00:00.000Z","LatLng(35.55, 139.900001)","14.2","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2021-04-03T00:00:00.000Z","LatLng(35.55, 139.900001)","-15.23","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2021-04-10T00:00:00.000Z","LatLng(35.55, 139.900001)","-17.65","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2021-04-17T00:00:00.000Z","LatLng(35.55, 139.900001)","-18.15","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2021-04-24T00:00:00.000Z","LatLng(35.55, 139.900001)","5.02","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2021-05-01T00:00:00.000Z","LatLng(35.55, 139.900001)","282.04","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2021-05-08T00:00:00.000Z","LatLng(35.55, 139.900001)","-4.78","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2021-05-29T00:00:00.000Z","LatLng(35.55, 139.900001)","-38.92","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
