time,aoi,measurement,indicatorValue,referenceTime,dataProvider,eoSensor,colorCode,inputData
"2019-12-14T00:00:00.000Z","LatLng(34.75, 136.700001)","-31.9","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-12-21T00:00:00.000Z","LatLng(34.75, 136.700001)","9.59","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-12-28T00:00:00.000Z","LatLng(34.75, 136.700001)","-18.51","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-01-04T00:00:00.000Z","LatLng(34.75, 136.700001)","-44.59","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-01-11T00:00:00.000Z","LatLng(34.75, 136.700001)","-42.22","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-01-18T00:00:00.000Z","LatLng(34.75, 136.700001)","-30.72","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-02-01T00:00:00.000Z","LatLng(34.75, 136.700001)","9.83","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-02-08T00:00:00.000Z","LatLng(34.75, 136.700001)","372.06","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-02-15T00:00:00.000Z","LatLng(34.75, 136.700001)","15.06","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-02-22T00:00:00.000Z","LatLng(34.75, 136.700001)","-52.82","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-02-29T00:00:00.000Z","LatLng(34.75, 136.700001)","-54.85","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-03-07T00:00:00.000Z","LatLng(34.75, 136.700001)","-63.1","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-03-14T00:00:00.000Z","LatLng(34.75, 136.700001)","-41.27","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-03-21T00:00:00.000Z","LatLng(34.75, 136.700001)","-49.77","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-03-28T00:00:00.000Z","LatLng(34.75, 136.700001)","-55.1","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
